2025-04-24 15:19:26, 先天性QT延長症候群の児童が無症状でも運動制限を要することがある。その理由を述べよ。,頻度の多いLQT１型において、心事故が運動中に起こりやすいから。,174043,32
2025-04-24 15:21:36, 特発性肺動脈性肺高血圧症（I/HPAH）が疑われた児童に対し、学校心臓検診でどのような心電図所見が参考となるか。,右房負荷を反映するII誘導におけるP波の増高，右室肥大を反映する右軸偏位や右側胸部誘導のR波の増高・T波の陰転化等の右心負荷所見、V4誘導の陰性T波など。,129813,77
2025-04-24 15:23:13, 「左室高電位」と心電図に表示された場合、左室肥大の有無を判別するために、追加でどのような情報を確認すべきか,脂肪が多いかどうか、スポーツをするかどうかなど。,97113,24
2025-04-24 15:25:56, 「ブルガダ型」の心電図のタイプについて、それぞれの違いが分かるように説明せよ。,右側胸部誘導でJ点(ST)の上昇を認め、その形からcoved(弓、入り江)型、saddle back(馬鞍)型に分類される。2mm以上のST上昇を伴うcoved型を、ブルガダ型心電図タイプ1、またsaddle back型をST上昇の程度（１mm以上／未満）により、ブルガダ型心電図タイプ 2、タイプ 3に分類する。,163295,157
2025-04-24 15:28:26, 右側胸部誘導でST上昇が見られた場合、どのような疾患が疑われるか。,右室梗塞、右冠動脈の冠攣縮狭心症など。,149214,19
2025-04-24 15:37:21, 不完全右脚ブロックと右軸偏位を伴う所見がある児童で心房中隔欠損症が疑われる。診断のために有用な追加検査について述べなさい。,"不完全右脚ブロックと右軸偏位を伴う児童で心房中隔欠損症（ASD）が疑われる場合、診断のために心臓超音波検査を積極的に施行することが推奨されます。これは、ASDの検出率を高めるために重要であり、見落としを防ぐために不可欠です。

心臓超音波検査で欠損孔が確認できない場合でも、右心系の容量負荷が確実にある場合は、unroofed coronary sinusなどの特殊なASD、または部分肺静脈還流異常症の可能性を考慮し、小児循環器専門医への紹介を検討すべきです。

また、一次検診から心臓超音波検査を導入している自治体も存在し、早期発見に繋がる可能性があります。

心電図所見としては、V1誘導のrsR'パターン（S波が小さく二峰性のR波として描出されないケースもあるため、「V1R上行脚にノッチかスラーがあるもの」も評価）、左側胸部誘導のT波異常（V4の陰性T波もしくはT波不連続性）、II誘導のcrochetage patternなどがASDの特徴的な所見として挙げられます。",70103,440
2025-04-24 15:38:03, 学校心電図において、QRS波が小さく表示されることがある。どのような種類のフィルタリングが原因となるか。,筋電フィルターやハムフィルターの使用が考えられます。これらのフィルターを使用した場合には、QRS振幅が10～15％程度小さくなる可能性があります。,41509,73
2025-04-24 15:41:23, 川崎病後に冠動脈病変が残る児童に対して、学校生活でどのような運動制限や管理指導が必要か、心エコーの所見との関係を踏まえて記述しなさい。,"**1. 冠動脈狭窄性病変と心筋虚血の有無による分類と管理指導**

川崎病後の冠動脈病変は、大きく分けて以下の3つのグループに分類され、それぞれ対応する管理指導が異なります。心エコー検査は、冠動脈瘤の大きさや形状、心筋の動きを評価するために用いられ、これらの分類を判断するための重要な情報となります。

*   **重症度分類V（a）群：狭窄性病変（+）、心筋虚血の所見（－）**
    *   心エコー検査で冠動脈の狭窄が確認されるものの、心筋の虚血を示唆する所見（壁運動異常、心筋の厚さの変化など）がない場合です。
    *   巨大瘤がない場合は《管理指導区分》「E禁」となり、原則として運動部活動は許可されません。巨大瘤が残存している場合は《管理指導区分》「D」となりますが、発症1年経過後も変化がない場合は「E禁」を検討します。

*   **重症度分類V（b）群：狭窄性病変（+）、心筋虚血の所見（+）**
    *   心エコー検査で冠動脈の狭窄に加え、心筋の虚血を示す所見が確認される場合です。
    *   運動制限が必要であり、運動部活動は原則禁止となります。運動負荷検査や心筋虚血の評価などを通じて、《管理指導区分》「A」～「D」のいずれかを判断します。

*   **心筋梗塞の既往がある場合**
    *   心エコー検査で心筋梗塞の痕跡（壁運動異常、瘢痕組織など）が認められる場合です。
    *   心機能評価などを参考に《管理指導区分》「A」～「E」を判断しますが、基本的には運動部活動は控えることが望ましいです。

**2. その他の注意点**

*   抗血小板薬や抗凝固薬を使用している場合は、出血傾向に注意し、転倒や接触による怪我を防ぐための指導が必要です。
*   学校生活における生活管理（ストレスの軽減、十分な睡眠、規則正しい食生活など）の確認も重要です。

これらの情報を総合的に判断し、児童の状態に合わせて個別の管理指導を行うことが重要です。学校医や専門医との連携を密にし、定期的な経過観察を行うことが、安全な学校生活を送るために不可欠です。",199877,903
2025-04-24 15:42:21, 心電図自動診断で「QT延長」が出た児童について、手動再計測時に注意すべきことを述べよ。,T波の形態を丁寧に観察し、正確なQT間隔を測定すること。,58824,28
2025-04-24 15:43:54, 児童の心電図で広範なST-T変化や異常なQ波が見られた際に心筋症を疑うべき理由と、鑑別のために役立つ追加検査について述べよ。,"心筋炎において、心電図でST-T変化、異常Q波、低電位、脚ブロック、房室ブロック、心室期外収縮の多発や心室頻拍といった多彩な所見が短時間に変化しながら出現することが報告されているため。
まず問診による症状の確認が重要です。胸痛、動悸、失神といった比較的突発的な症状の有無を確認します。さらに、2次以降の検診では、問診、聴診に加え、12誘導心電図と心エコーを行うことが推奨されます。心エコーは、心筋の収縮力や心室の壁運動を評価し、心筋炎や心筋症による心機能障害の程度を把握する上で有用です。

拡張型心筋症（DCM）との鑑別も重要であり、DCMにおいても左室肥大所見、非特異的なST-T異常、僧帽P波や肺性P波、各種不整脈が見られることがあります。そのため、家族歴の聴取や、心エコーによる心室の拡大の有無、心筋の壁厚の評価などを行い、総合的に判断する必要があります。",92101,382
