2025-04-30 18:12:39, 不完全右脚ブロックと右軸偏位を伴う所見がある児童で心房中隔欠損症が疑われる。診断のために有用な追加検査について述べなさい。,カラードプラ法を用いた2次元心エコー検査によって確定診断される。カラードップラー心エコー検査では，ASDの存在を確認し，欠損部の解剖学的位置と大きさを明らかにし，右房および右室の容量負荷の程度を評価できる。,80112,103
2025-04-30 18:15:46, 先天性QT延長症候群の児童が無症状でも運動制限を要することがある。その理由を述べよ。,頻度の多いLQT1～3では遺伝型に特異的な不整脈の誘因が知られており、LQT1患者における失神発作、心停止、突然死などの心事故の多くは運動中に（特に持続する運動、マラソン、水泳）に多い。そのため、LQT1患者に対して運動制限は必須となる。仮に無症候の場合でも、LQT1患者は少なくとも競争的スポーツは避けることが望ましいとされている。,186879,167
2025-04-30 18:18:42, 心電図自動診断で「QT延長」が出た児童について、手動再計測時に注意すべきことを述べよ。,"ほかの心電図パラメータと異なり，QT間隔は自動計測
（微分法）と手動計測（接線法）での数値に差が出やすい．おもに微分法を用いた自動計測と接線法
を用いた手動計測では，T波終末部の決定方法が異なり，
Ｔ波形態にもよるが一般的には自動計測のほうが長い値と
なる．学校心臓検診における自動計測による抽出の検
証も進められてきているが，現時点では接線法を用いた
手動計測のほうが安定した計測が可能とされているため、自動計測で抽出し
た場合は接線法を用いた手動計測で再判読したうえで2次
以降に抽出することを原則としている．",175611,257
2025-04-30 18:20:53, 「ブルガダ型」の心電図のタイプについて、それぞれの違いが分かるように説明せよ。,"ST上昇には上向きに凸のcoved型（Type 1）と下向きに凸のsaddle back型（Type 2）がある。
2mm以上のST上昇を伴うcoved型を、ブルガダ型心電図 タイプ1と分類する。またsaddle back型をST上昇の程度により、ブルガダ型心電図タイプ 2、タイプ 3に分類する。すなわち、1mm以上のST上昇をタイプ 2、1mm未満のST上昇をタイプ 3と分類する",131256,192
2025-04-30 18:22:20, 特発性肺動脈性肺高血圧症（I/HPAH）が疑われた児童に対し、学校心臓検診でどのような心電図所見が参考となるか。,右房負荷を反映して V2-3 誘導で高い P 波，右室負荷を反映して右軸偏位，V1 で高い S 波，V6 で深い S 波，及び V1-4 で陰性T波が認められる。,86929,81
2025-04-30 18:33:19, 「左室高電位」と心電図に表示された場合、左室肥大の有無を判別するために、追加でどのような情報を確認すべきか,"
心電図の条件設定の違いや心筋肥大の評価、他の心電図所見との相関性、臨床症状の評価、家族歴の確認を行う。",137259,52
2025-04-30 18:33:56, 学校心電図において、QRS波が小さく表示されることがある。どのような種類のフィルタリングが原因となるか。,"筋電フィルターやハムフィルターの使用が考えられる。これらのフィルターを使用した場合には、QRS振幅が約10～15％程度小さくなる可能性があるため、注意が必要となる。
",37214,83
2025-04-30 18:35:37, 児童の心電図で広範なST-T変化や異常なQ波が見られた際に心筋症を疑うべき理由と、鑑別のために役立つ追加検査について述べよ。,"これらの心電図所見は、心筋の炎症や機能不全を示唆するものであり、速やかな鑑別と対応が必要だから。
心電図所見から心筋症を疑った場合、以下の検査を追加することで、より詳細な評価と鑑別が可能です。

1.  **問診:** 胸痛、動悸、失神などの症状の有無を確認します。特に、感冒罹患中または罹患後に心不全症状（頻脈、不整脈、浮腫、呼吸困難、意識低下、失神、心拡大）が出現している場合は、心筋炎の可能性が高まります（第2章　疾患別の管理 - 3.5 心筋炎）。
2.  **聴診:** 胸部聴診で洞頻脈、心音の微弱、奔馬調律などが聴取されるかを確認します。また、完全房室ブロックを伴う場合は極度の徐脈となるため、注意が必要です（第2章　疾患別の管理 - 3.5 心筋炎）。
3.  **心エコー:** 心臓の大きさ、壁の厚さ、弁の動き、心臓の収縮・拡張機能などを評価します。心筋炎やDCMでは、心拡大や心機能低下が見られることがあります。
4.  **循環器専門医への紹介:** 上記の検査結果や臨床所見に基づき、必要に応じて循環器専門医に紹介し、より詳細な検査（心筋生検など）や専門的な治療を受けさせることを検討します（第2章　疾患別の管理 - 3.5 心筋炎）。

これらの検査を組み合わせることで、心筋症の種類や重症度を把握し、適切な治療方針を決定することができます。",100811,585
2025-04-30 18:36:56, 右側胸部誘導でST上昇が見られた場合、どのような疾患が疑われるか。,"以下の3タイプの病態が考えられる
*   **心疾患:** 心筋虚血、心膜炎、心筋炎、心筋症（特に不整脈原性右室心筋症）、心室瘤、心臓腫瘍、急性肺動脈梗塞などが挙げられます。
*   **遺伝性不整脈:** ブルガダ症候群や早期再分極症候群（ERS）などが考えられます。
*   **その他の病態:** 高カリウム血症や低体温などもST上昇を引き起こす可能性があります。",78996,185
2025-04-30 18:39:08, 川崎病後に冠動脈病変が残る児童に対して、学校生活でどのような運動制限や管理指導が必要か、心エコーの所見との関係を踏まえて記述しなさい。,"運動制限について、冠動脈狭窄性病変群は、冠動脈造影検査で狭窄性病変を認める症例群であり、以下の重症度分類に基づいた管理が行われます。

*   **V（a）群：** 狭窄性病変があるが、心筋虚血の所見がない場合。巨大瘤がない場合は運動部活動への参加は可能ですが、巨大瘤が残存する場合は基本的には運動部活動に参加させず、管理指導区分を「D」とします。発症1年以降で変化がない場合は「E禁」も考慮します。
*   **V（b）群：** 狭窄性病変があり、かつ心筋虚血の所見がある場合、または心筋梗塞の既往がある場合。運動制限が必要であり、運動部活動は禁止します。運動負荷検査や心筋虚血の評価を行い、管理指導区分「A」～「D」を判断します。心機能評価などを参考に状態により「A」～「E」とする場合もありますが、基本的には運動部活動は「禁」が望ましいです。

心エコー検査は、冠動脈瘤や狭窄性病変の有無、程度を評価するために重要な役割を果たします。Zスコアを用いて冠動脈瘤の大きさを評価し、重症度分類を決定します。心エコーで虚血所見が認められる場合は、V（b）群に該当し、より厳格な運動制限が必要となります。

運動制限に加えて、以下の点についても管理指導が必要です。

*   **薬物治療の副作用:** 抗血小板薬や抗凝固薬を服用している場合は、出血傾向などの副作用について指導し、注意が必要です（第2章 6.2）。
*   **定期的な経過観察:** 定期的な心エコー検査や循環器専門医による診察を受け、病状の変化を把握することが重要です。
*   **感染症予防:** 感染症は心臓病を悪化させる可能性があるため、手洗い、うがい、予防接種などを徹底しましょう。
*   **体調管理:** 無理な運動や睡眠不足を避け、規則正しい生活を送りましょう。
",131162,775
